text,category
I need to make a transfer but it keeps getting declined I need Help!,Payment_Industry
Can you tell me why my transfer declined?,Payment_Industry
"On my transfer there was a ""decline"" message",Payment_Industry
"Hello, my transfers are getting failed continuously, in spite of the fact that all the recipient details are correct. Please advise.",Payment_Industry
"I get a ""decline"" message when doing a transfer",Payment_Industry
It declined my transfer.,Payment_Industry
My recent transfer didn't go through - why not?,Payment_Industry
How do I make sure my transfer isn't goin to an unsupported merchant?,Payment_Industry
What went wrong with my transfer?,Payment_Industry
"I'm having issues with my card. You guys keep declining it for some reason. I haven't had any issues up until this point. What is going on? I've tried a handful of times with the same, unfortunate, result!",Payment_Industry
How can I check for an unsupported merchant for my transfer request?,Payment_Industry
Why are my transfers getting declined?,Payment_Industry
I couldn't make a transfer because it was declined,Payment_Industry
Shopping on line I was declined when trying to buy something.,Payment_Industry
How come my transfer got declined,Payment_Industry
What does the decline message mean,Payment_Industry
"I can't make any transfers, they won't go through, the details are correct as I checked them.  Can you look in to this please?",Payment_Industry
How do I contact customer support about my declined transfer?,Payment_Industry
"Transfer was declined, could not complete request.",Payment_Industry
It appears my transfer was declined.,Payment_Industry
"Hello. My credit keeps being declined, last night and again today, as I try to buy something. What is the status of my card?",Payment_Industry
I have a transfer that was declined.,Payment_Industry
I don't have any idea what's going on but all of my transfers keep getting declined. I have double-checked over all of my recipient names and they are correct.,Payment_Industry
What would be a reason my transfer got declined?,Payment_Industry
I was declined a transfer,Payment_Industry
Why did my transfer get declined?,Payment_Industry
I am unable to transfer money. I believe it is not working because it states it was declined.,Payment_Industry
I was making a purchase and it was declined and I wanted to know why.,Payment_Industry
Why do transfers get declined?,Payment_Industry
"Hi, during online shopping payment is getting declined yesterday and today as well. Please check the issue.",Payment_Industry
Please help me as my online payment is getting declined since yesterday while i am trying to purchase something online.,Payment_Industry
"It's declining my transfers. Normally this works, but my card is being declined now and I've tried more than once.",Payment_Industry
I tried to transfer but it was declined,Payment_Industry
Seems like my transfer was declined how come?,Payment_Industry
Help me figure out why my transfer was declined,Payment_Industry
I didn't see any reason why my transfer was declined. What gives?,Payment_Industry
Tell me why my transfer was declined.,Payment_Industry
I got a message that my transfer was declined.,Payment_Industry
My transfer was declined. What might the reason be?,Payment_Industry
I tried to do a transfer but I got a message that it was declined.,Payment_Industry
"I had everything lined up to make a transfer, and then it rejected it.",Payment_Industry
Why are my transfers and purchases keep getting declined?,Payment_Industry
how come my transfer declined,Payment_Industry
"What do I do with my ""decline"" message on a transfer?",Payment_Industry
I tried to buy something online yesterday and was told declined. I got the same error today after trying again. What is the problem?,Payment_Industry
Why did my payment get declined?,Payment_Industry
"My transfer was declined, why is that?",Payment_Industry
I've made more than one attempt to make a purchase and the card keeps getting declined. Why do you keep denying my transfers?,Payment_Industry
"Could not complete transfer, states 'declined'",Payment_Industry
I'm having problems making a transfer to another account. I keep getting a declined message. I know that the information I'm putting in is accurate because I have checked it more than once.,Payment_Industry
My transfer has been declined.,Payment_Industry
I wanted to know why my transaction didn't go through.,Payment_Industry
"Unable to complete transfer, states 'declined'",Payment_Industry
I received a decline message on a transfer,Payment_Industry
"I wanted to buy something online yesterday, but I could not because the card got declined on the day of and the following day. What is wrong with the card?",Payment_Industry
why did i get declined transfer,Payment_Industry
I am sure I have plenty of money to transfer but my transfer is being declined.,Payment_Industry
Why are my transfers being declined? It normally works but now it's declining my card. I've tried it a few times but it's still not working.,Payment_Industry
Is there a reason my transfer would have been declined?,Payment_Industry
"I received a ""declined"" message when doing a transfer",Payment_Industry
Why did I get declined during a transfer?,Payment_Industry
It says the transfer wasn't accepted.,Payment_Industry
I can't seem to figure out why my transfers are getting declined.,Payment_Industry
I tried to do a transfer and it's saying it declined.,Payment_Industry
I tried to buy something online yesterday but it kept saying declined. Tried again today but same thing happened. What's wrong?,Payment_Industry
"I'm trying to move money from my account to elsewhere, but it's giving me an error message.",Payment_Industry
I have tried a couple of times to make a purchase and my card keeps getting declined. Why do you keep denying my transfers? I have already tried a couple of times and it's not working.,Payment_Industry
unsupported transfer declined,Payment_Industry
Why would my transfer result in a decline message?,Payment_Industry
The transfer that I was trying to complete was declined. What was the cause?,Payment_Industry
I got declined when attempting a transfer,Payment_Industry
What are the reasons for a declined transfer?,Payment_Industry
Why would you cancel my transfer?,Payment_Industry
My transfer was declined. Why did this happen?,Payment_Industry
Why does my card continually get declined? I thought I had enough money in there but I've tried several times now and it still isn't working.,Payment_Industry
"please help me with this transfer, for some reason i can't transfer to a cryptocurency account",Payment_Industry
Transfer could not be completed due to being declined.,Payment_Industry
I just noticed my transfer was declined and I don't know why. Can you help me?,Payment_Industry
I have been trying to make a transfer and it won't go through. I have checked all the receipts and its all correct but still won't let me do it.,Payment_Industry
I got a declining message during a transfer? please tell me why,Payment_Industry
I think there has been a mistake with my transfer,Payment_Industry
I have double-checked all of my recipient details but for some reason all of my transfers keep getting declined. I have no clue as to why.,Payment_Industry
Why are my transfers getting declined?  I havent had a problem in the past.,Payment_Industry
Help me. My transfer was declined. How could this happen?,Payment_Industry
"i have tried everything to complete a transfer but can't, what should i do next",Payment_Industry
I don't know what's going on but all of my transfers keep getting declined. I have checked over the recipient details twice. These details are all correct.,Payment_Industry
"Hi, Yesterdays i was unable to do online shopping as it was getting declined. Today I am facing the same issue. Please help me in this respect.",Payment_Industry
"My transfers keep on getting declined. My card was working fine up until now, however it has suddenly stopped working. Why is this?",Payment_Industry
I went to do a transfer and it was declined.,Payment_Industry
"Why are all my transfers failing?  I have the details right and they won't complete.  I've been trying all day and they still won't go through, this is URGENT, please help.",Payment_Industry
"Declined, transfer not completed.",Payment_Industry
I saw that my transfer was declined.,Payment_Industry
"Why do you keep declining my transfers? it's always been working really well so far but when I tried to buy something just now the card got declined, I tried couple of times already  but same thing is happening.",Payment_Industry
How can I find a way to transfer money without it being rejected?,Payment_Industry
I have a problem with my account. I tried to transfer some funds and the message came back declined. Can you help me?,Payment_Industry
Please explain why my transfer attempt was declined. Thank you.,Payment_Industry
"I don't see my refund money yet in my account. I asked the merchant a while ago for a refund, so I don't know what's taking so long.  Can you look into it and see if the money is there, just not in my account yet?",Consumer_Protection
Why am I missing my refund,Consumer_Protection
Please help me.  I am still waiting on a refund.,Consumer_Protection
I requested a refund but am unable to see it in my account. Why is that?,Consumer_Protection
When will my refund come through,Consumer_Protection
Why is my refund not showing up on the statement?,Consumer_Protection
I need my refund,Consumer_Protection
why cant you just refund me instead of a merchant,Consumer_Protection
Why haven't I received a refund yet?,Consumer_Protection
when will I get my refund?,Consumer_Protection
They said I would get a refund but I don't see it on my statement.,Consumer_Protection
A refund is taking too long.,Consumer_Protection
"I requested a refund from a merchant a while ago, and upon repeatedly checking my statement, the merchant has yet to refund me my money.  I don't know what's going on, or why the money is getting into my account--could you please help?",Consumer_Protection
Why isn't my refund showing up in my statement?,Consumer_Protection
I can't see a refund for a return I completed recently.,Consumer_Protection
How come my refund hasn't appeared on my statement?,Consumer_Protection
Why am I still waiting for my refund,Consumer_Protection
I keep checking my statements but nothing shows up. I requested a refund a long time ago but seems it's not reaching my account for some reason. Would you please help me get the money back from the seller.,Consumer_Protection
Why is my refund not visible on my statement?,Consumer_Protection
The refund doesn't show in my account,Consumer_Protection
I have not received a refund.,Consumer_Protection
Where is my recent refund in the my statement?,Consumer_Protection
I am missing a refund amount on my account.,Consumer_Protection
I asked for a refund but its not here yet,Consumer_Protection
I have a missing refund,Consumer_Protection
i need a refund right away but the funds aren't available in my account,Consumer_Protection
When will my returned transaction show up on my account?,Consumer_Protection
There is a refund missing.,Consumer_Protection
"My refund has not arrived, and I am unsure why. Who do I contact?",Consumer_Protection
I need my refund as soon as possible. What else do I have to do?,Consumer_Protection
I can't see my refund in my history.,Consumer_Protection
The refund isn't appearing in my account,Consumer_Protection
How can I check if I have received a refund if it is not yet on my statement?,Consumer_Protection
Why isn't a refund showing on my statement?,Consumer_Protection
I can not find my refund.,Consumer_Protection
"I requested a refund from a merchant several days ago, but don't see anything showing up in my account yet.  Can you check on your end to see if the money has reached you guys?",Consumer_Protection
I am waiting on the refund,Consumer_Protection
How can I investigate a missing refund?,Consumer_Protection
"Hi, Last week I have contacted the seller for a refund as directed by you, but i have not received the money yet. Please look into this issue with seller and help me in getting the refund.",Consumer_Protection
I still don't have a refund.,Consumer_Protection
Transaction refund missing from my statement.,Consumer_Protection
I am suppose to be getting a refund from something I purchased but it hasn't showed up in my account.,Consumer_Protection
I've been waiting for a refund where is it?,Consumer_Protection
I was supposed to get a refund but it is not showing up on my card,Consumer_Protection
I've been waiting for a refund to show up and I don't see it on my statement yet.,Consumer_Protection
I cannot see a refund in my account,Consumer_Protection
Give me a refund now!! I am still waiting.,Consumer_Protection
I made a purchase a few weeks ago but wasn't happy with it so recently requested a refund from the supplier.  Can you check where the money is?,Consumer_Protection
my refund has not hit my account yet,Consumer_Protection
Why hasn't my refund been appiled to my account?,Consumer_Protection
My refund has not yet been credited on my statement,Consumer_Protection
My refund is not showing.,Consumer_Protection
When do I see my recent refund in my statement,Consumer_Protection
Why isn't my refund shown on my statement?,Consumer_Protection
"Hello. I bought an item a while ago, and have since requested a refund.  However, upon checking my online statements, it seems that I haven't been issued a refund yet.  How can this be remedied?",Consumer_Protection
"Hurry and refund me, I am waiting",Consumer_Protection
"I received a refund, however I cannot see it in my account",Consumer_Protection
I was supposed to get a refund but I do not see it on my statement. When is it going to be updated?,Consumer_Protection
I did all that was asked of me and I am rather frustrated. I don't understand why you just won't credit me my money back. I have contacted the seller and nothing has been done. It's been a week!,Consumer_Protection
How will I know when I get my refund?,Consumer_Protection
"It's been more than a week since I had a return charged to my card, why hasn't it showed up?",Consumer_Protection
My refund isn't going fast enough.,Consumer_Protection
My account isn't showing the refund,Consumer_Protection
I requested a refund from a merchant but don't see the money in my account.  Are you able to check with the merchant or process the refund manually?,Consumer_Protection
The refund I asked for isn't showing up,Consumer_Protection
The refund on my account hasn't shown up,Consumer_Protection
I'm supposed to have a refund but it isn't there,Consumer_Protection
My statement has not shown my refund.,Consumer_Protection
No refund showing in my statement.,Consumer_Protection
I can't see all the refunds in my statement,Consumer_Protection
"I'm expecting a large refund from a store I returned merchandise to recently.  They say they have sent the money but I don't see it in my account, can you help.",Consumer_Protection
A while ago i requested a refund from a seller. I keep checking my statement but I have not been refunded yet. I'm confused why i haven't gotten my money back yet but I need your help getting it please.,Consumer_Protection
Please update me on whether you have received the funds for the refund of the large purchase I made recently. I have requested this from the merchant days ago but still haven't got anything.,Consumer_Protection
I cannot find my refund on my statement.,Consumer_Protection
"I have received my statement but I do not see my refund, why is that?",Consumer_Protection
What is taking so long with my refund?,Consumer_Protection
Can you tell me why a refund I'm owed is not showing on my statement?,Consumer_Protection
I requested a refund directly from the seller but I still don't have it. I just want you to send me my money back. I did what you said to do and I still don't have it.,Consumer_Protection
when should I receive my refund,Consumer_Protection
Card refund is not showing up in my statement.,Consumer_Protection
Why is my refund missing in my statement?,Consumer_Protection
Please send my refund now.,Consumer_Protection
"Hi! A seller that I requested a refund from a long time ago has yet to send the money into my account, even though I keep checking it. Can the seller be contacted by you guys to see what's going on?",Consumer_Protection
Why is the refund not on my statement?,Consumer_Protection
My refund is still pending,Consumer_Protection
I requested a refund from Next because the dress I purchased had three arm holes. They said they sent the refund last Wednesday which is nearly a week ago and I still don't have it.  Why not?,Consumer_Protection
Where is my refund? it appears to be missing.,Consumer_Protection
who should i contact if my refund doesn't go through?,Consumer_Protection
"Please, I need your help as to whether or not you have money for a large refunded purchase I made. I requested it some time ago from the seller, but nothing is showing up.",Consumer_Protection
I requested a refund for a large order the other day and don't think I received the funds. Can you tell me if you see them or not?,Consumer_Protection
Why isn't my refund showing up?,Consumer_Protection
I contacted the seller and he won't respond.  Please just refund me my  money.,Consumer_Protection
I am still waiting for a refund,Consumer_Protection
"I requested a refund from a seller a while ago, but when I check my statements it doesn't show up. Can you help me get my refund.",Consumer_Protection
I was supposed to get a refund but I do not see it.,Consumer_Protection
I contacted a seller about a refund last week but he still hasn't returned my money. I am frustrated and need these funds. Please help me get my money back.,Consumer_Protection
I am noticing that a refund of a large purchase still has not been credited to my account. I contacted the merchant a few days ago and he assured me that he would submit it right away. Is there a status update?,Consumer_Protection
Hi I'm waiting for a refund for an item I bought. I have contacted the merchant directly but had nothing back. Can you tell me whether or not you are able to refund me for the item?,Consumer_Protection
"Would you please tell me the status of my refund request for a large purchase I made not long ago? I contacted the merchant nearly a week ago, but haven't received it.",Consumer_Protection
I can't find my refund. Please help.,Consumer_Protection
I requested a refund but can't see it.,Consumer_Protection
"I keep checking to see if I've received a refund that I requested from a seller, but I'm not seeing the refund. I need you to help me get the refund.",Consumer_Protection
how does my statement get updated so i know when a refund will reflect on my balance,Consumer_Protection
Can I check my recent refund in my statement?,Consumer_Protection
"I was suppose to be getting a refund for something I purchased a while ago, but It still hasnt been applied to my account. When will I get my money back?",Consumer_Protection
My refund has not shown up on my statement.,Consumer_Protection
what is the status of my refund,Consumer_Protection
"Hello. Please, would you tell me if you have or have not received funds for a refund that I recently requested for a big purchase? I've contacted the merchant, but I can't tell that they have taken any action on it.",Consumer_Protection
Did I not get my refund? I don't see it.,Consumer_Protection
I am still waiting to find out the status of my refund. I have made previous attempts to find out what the status is to no avail. Will you please look into this for me?,Consumer_Protection
I keep checking my statements but nothing shows up! I requested a refund a long time ago but seems it's not reaching my account for some reason. Can you please help me get the money back from the seller for me,Consumer_Protection
I contacted the seller for a direct refund last week but he still hasn't give me my money. What should I do?,Consumer_Protection
I cannot view the refunded amount in my account.,Consumer_Protection
Why hasn't my refund appeared on my statement?,Consumer_Protection
My refund is not showing up in my account. Where is it?,Consumer_Protection
My refund has not shown up in my account.   Where is it?,Consumer_Protection
When can I expect my refund?,Consumer_Protection
How long will it take to refund me,Consumer_Protection
I keep checking my statements but no progress.I requested a refund but seems it's not reaching my account for some reason. Can you please help me get the money back from the seller for me,Consumer_Protection
"Can you let me know where my refund money is? I requested a refund a few days back, but it's not showing up yet.  Do you guys have the money yet? Maybe it's just not in my account.  Let me know when it will become available, please.",Consumer_Protection
My statement does not reflect that a refund has been issued,Consumer_Protection
Why isn't my refund on my statement?,Consumer_Protection
When will I be able to see the refund,Consumer_Protection
My refund isn't showing up on my statement.,Consumer_Protection
A refund for a recent return has not arrived on my card.,Consumer_Protection
I am missing my refund.,Consumer_Protection
I keep checking my statements but nothing shows up.I requested a refund a long time ago but seems like it's not submitting my account for some reason. Can you please help me get the money back from the seller for me,Consumer_Protection
"Three months ago I bought a new house for my cat, fluffy.  Unfortunately Fluffy was not a fan of the house and it had to be returned to Pet Smart last week.  They said they have sent a refund but it's not there, can you tell me where it is?",Consumer_Protection
How do I find the refund on my statement?,Consumer_Protection
"i need a refund from you because the merchant is refusing, can you do that?",Consumer_Protection
I returned an item but don't see it on my account?,Consumer_Protection
"As advised by you, i requested seller to refund my money. A week has passed but i haven't got any update from seller. Please track the refund with the seller.",Consumer_Protection
Why isn't my refund showing in my statement?,Consumer_Protection
"I'm looking at my statement, and my refund is not on there.",Consumer_Protection
I'm due a refund and it is not on my statement.,Consumer_Protection
Why did I not get my refund yet?,Consumer_Protection
Why hasn't my return cleared my account?,Consumer_Protection
I was told I would be getting a refund but I have yet to see it,Consumer_Protection
My refund isn't showing up,Consumer_Protection
Is there a reason my refund isn't showing on my statement?,Consumer_Protection
Are the funds I requested from a merchant a few days ago in my account? I do not see them.,Consumer_Protection
"I'm supposed to be getting a refund but it hasn't shown up, now what?",Consumer_Protection
My refund for a purchase hasn't  cone through yet.,Consumer_Protection
How long does it take for a refund to appear?,Consumer_Protection
I don't see a refund in my account.,Consumer_Protection
My refund is not here yet,Consumer_Protection
"I am waiting on this refund, hurry up.",Consumer_Protection
I returned something to a  store but can't see my refund.,Consumer_Protection
Can you tell me if a credit/refund is coming from a seller? I asked for refund directly from them and am still waiting. It's been a week now and i still havn't seen my refund yet.,Consumer_Protection
Why can't I see my refund in my statement?,Consumer_Protection
Where is the refund on my statement?,Consumer_Protection
I should have a refund in my statement but I can't see it,Consumer_Protection
I'm expecting a refund but it's no where to be seen,Consumer_Protection
There is not a refund in my statement.,Consumer_Protection
"I have checked my statements multiple times, but my refund that I requested a while back is not showing on my account. Is there a reason for this? Can I get some help getting my money back from this transaction?",Consumer_Protection
Im not sure if a seller is giving me my money back! I asked them to refund my money for the item but It's been a week now and still nothing has been given back to me. Can you resolve this for me?,Consumer_Protection
When will a refund post to my account?,Consumer_Protection
When will I be able to see my refund?,Consumer_Protection
"I made a big purchase that I regretted and cancelled, the merchant said that my refund was submitted. Can you confirm to me that all of my money was truly returned to me?",Consumer_Protection
I've been checking my statement to see if I've received a refund I requested from a seller a while ago has arrived. But it has not. This should have come back to me already. Can you help me figure out why it's not here and get my money back?,Consumer_Protection
Still waiting on my refund...,Consumer_Protection
I can't see my refund on my account,Consumer_Protection
I'm not sure why my card didn't work,Payment_Industry
My card is not working at stores.,Payment_Industry
Do you know why my card payment has been declined?,Payment_Industry
Why isn't my card working? I was pumped to use my new card but it keeps getting declined. Help please.,Payment_Industry
I could not use my card in a store.,Payment_Industry
If my card payment isn't working what do I do?,Payment_Industry
I'm not sure why the card payment didn't work.,Payment_Industry
Tell me why my card payment has been declined.,Payment_Industry
I was just shopping online for some tickets and the payment was declined by you.  Why has this happened?  I am certain I have the right amount of funds in my account.,Payment_Industry
I am very upset that i went to use my new card today and it kept getting declined. Why is this happening and what do I do to not have it declined?,Payment_Industry
What are the reasons why a card payment would be declined?,Payment_Industry
The card payment I attempted to make failed.,Payment_Industry
Why has my card been declined?,Payment_Industry
I went to use my new card today and the card was repeatedly declined. I would really like to use this card and need to know what to do about it.,Payment_Industry
"I was out today looking forward to paying with my new card, but the payment just kept getting declined. This is really sad, what's going on?",Payment_Industry
What is the reason my payment was not accepted?,Payment_Industry
"May monthly payment to Apple has been declined but I don't know why, they are going to re-try the payment and it must go through, can you tell me what is going on please?",Payment_Industry
You have declined my  payment.,Payment_Industry
Can you tell me why my card keeps getting declined every time I try to use it?,Payment_Industry
Can you tell me why my card is not working? I keep trying to use it but it keeps rejecting my payment. I am being careful and entering the info correctly but it still happens.,Payment_Industry
"Apparently, I went out today to use my new card and was informed my payment was decline. This is really embarrassing, what happen?",Payment_Industry
I NEED HELP WITH MY CARD!!!!! please. It keeps getting declined when I try to use it. I have tried a few times to use it and it keeps getting rejected. I have no idea why.,Payment_Industry
How do I check to see why my card payment was declined?,Payment_Industry
Why was my card declined in a shop?,Payment_Industry
The payment for the card did not go through,Payment_Industry
My card was rejected,Payment_Industry
I use this card all the time so why did it get declined at the store today?,Payment_Industry
I couldn't pay with my card,Payment_Industry
Why are all my card payments being declined?,Payment_Industry
I couldn't pay with card in a shop,Payment_Industry
Why is my payment declined? It looked like everything worked ok and my account was fine.,Payment_Industry
My card payment failed.,Payment_Industry
"My payment has been declined!! What's going on, I thought everything was alright and working well?",Payment_Industry
My latest payment was declined! What happened! I was told everything had been resolved and was back to working order again.,Payment_Industry
My card wasn't working in a shop,Payment_Industry
I'm sure I have enough money so why didn't the store accept my card?,Payment_Industry
Why has my payment been declined? I paid by card.,Payment_Industry
can you tell me why my card was declined?,Payment_Industry
My card didn't go through.  It doesn't make sense.  You told me that everything was ok.,Payment_Industry
Please explain why my payment was declined? I thought everything was good.,Payment_Industry
"When I use my card, it says decline?",Payment_Industry
My card payment didn't work,Payment_Industry
"I was just shopping and my payment was declined in a store!  It was very embarrassing, what is going on and when will it be fixed?",Payment_Industry
Why was my card declined?,Payment_Industry
I tried to make a purchase in the store but my card was declined.,Payment_Industry
My card payment wasn't accepted.,Payment_Industry
is there a reason that my payment didnt go through,Payment_Industry
My card payment did not go through.,Payment_Industry
Explain the payment that was declined!,Payment_Industry
Explain why my card payment wouldn't go through.,Payment_Industry
Why didn;t my payment work,Payment_Industry
My card couldn't pay in a shop.,Payment_Industry
My payment card was declined - could you tell me why?,Payment_Industry
"Hi, is everything in good standing with my card? I am receiving multiple ""decline"" messages.",Payment_Industry
Why didn't my card payment work?,Payment_Industry
My card payment didn't go through.,Payment_Industry
How can a payment be declined,Payment_Industry
The store card reader would not accept my card.,Payment_Industry
Why was my payment declined? I keep trying my card but it's not working.,Payment_Industry
My card was declined,Payment_Industry
my payment was rejected,Payment_Industry
I was wondering why my card was declined,Payment_Industry
"Please help me in this, as i was unable to make any payment by my new card,  it was getting declined repeatedly. I am not very happy with this incident.",Payment_Industry
Why did my card payment not work?,Payment_Industry
"my card payment has been declined, do you know why?",Payment_Industry
My credit card has been declined.,Payment_Industry
Why did my card payment get declined?,Payment_Industry
Why won't you accept my payment? I keep trying with this card and it's not working.,Payment_Industry
My card payment is being declined and I've tried several times.,Payment_Industry
For some reason my card payment didn't work,Payment_Industry
Why has my card declined,Payment_Industry
A shop I go to didn't let me pay.,Payment_Industry
Why did my payment fail?,Payment_Industry
Can you tell me why my card payment did not work?,Payment_Industry
My card would not work at a shop.,Payment_Industry
I could not get my card to work at a shop.,Payment_Industry
My card payment has been declined,Payment_Industry
I've tried using my card multiple times and it keeps getting declined.,Payment_Industry
My card was refused,Payment_Industry
Why is it saying my card payment is declined when I made it?,Payment_Industry
My card failed to work when I was shopping in a store,Payment_Industry
why couldn't I use my card at a store?,Payment_Industry
My card did not work at store.,Payment_Industry
Why does is payment not going through? Did my account get frozen or some other issue I don't know about. What can I do to fix this problem?,Payment_Industry
Why was my new card declined?,Payment_Industry
Why do you keep declining my payment?I tried several times with this card and it is just not working.,Payment_Industry
Why do you keep declining my payment? I tried several times already with this card and it is just not working.,Payment_Industry
Why am I being declined?,Payment_Industry
Could you explain why my card payment did not work?,Payment_Industry
"Hi, Today i have tried to make payment by my new card, but payment got declined many times. I am very disappointed, please look into this.",Payment_Industry
I don't know why my card payment did not work,Payment_Industry
"my card was refused, why?",Payment_Industry
I don't understand why my payment was declined. I thought everything was ok.,Payment_Industry
I tried to pay with my card and it didn't work,Payment_Industry
Why do you keep declining my payment?I tried several times already with this card and it is just not working.,Payment_Industry
The card payment is declined.  Please inform me why.,Payment_Industry
"My card payment has been declined, why?",Payment_Industry
Why would you decline my card?,Payment_Industry
My payment for my card is not working,Payment_Industry
Why would a card payment be declined?,Payment_Industry
I was so embarrassed. Why didn't my payment clear?,Payment_Industry
It seems like my card payment didn't work.,Payment_Industry
"I've tried many times to make a payment, but it's not going through.  What's wrong?",Payment_Industry
Why has my card been declined?  whats the deal?,Payment_Industry
For some reason my card payment hasn't worked. what can I do to look into that?,Payment_Industry
Could you please tell me why my card payment didn't work?,Payment_Industry
"my payment was rejected, do you know why?",Payment_Industry
My card payment doesn't work.,Payment_Industry
"I made a card payment, but it has been declined?",Payment_Industry
"Everything seems fine with my account, so why did it decline my payment?",Payment_Industry
"I'm not sure why my payment has been declined? Please tell me why, I thought it was all good.",Payment_Industry
My payment has been declined several times.  Can you help me?,Payment_Industry
I had a decline on my card. Why?,Payment_Industry
When I tried to pay in a store my card din't work,Payment_Industry
I was just needing to know why my card got declined,Payment_Industry
My payment was declined,Payment_Industry
Why was the payment on my card declined?,Payment_Industry
I made a card payment but it didn't work. Why not?,Payment_Industry
"I was out today looking forward to paying with my brand new card, turns out the payment just kept getting declined. This is pretty sad, what's going on?",Payment_Industry
Do you know the reason why my card payment was declined?,Payment_Industry
What is going on with it saying my card payment was declined?,Payment_Industry
"I keep trying to make a payment, but it doesn't work.",Payment_Industry
What could the reason be that my payment card was declined?,Payment_Industry
My card did not go through in a shop,Payment_Industry
Is there an issue with my card payment as it has not gone through.,Payment_Industry
Why wasn't my card payment accepted?,Payment_Industry
I keep trying to use my card to buy some things and you keep declining it. Why? I've tried multiple times to make it go through but it won't.,Payment_Industry
The card payment I made didn't work.,Payment_Industry
"I received my new card and tried using it today, just to have it show declined over and over again.  Why is this happening?",Payment_Industry
My card payment won't work.,Payment_Industry
My card payment has failed.,Payment_Industry
Whats the reason for my payment being declined? It looked like everything went through ok and my account was good.,Payment_Industry
I just got my new card and tried using it and it was declined?,Payment_Industry
"I know there's money in my account, why did my account decline me?",Payment_Industry
Why are the payments being declined on my new card?  I tried several times to use my new card to pay for my gas at the Shell station in my neighborhood.  I am very distressed about my new card not working.,Payment_Industry
Why would my card payment not work?,Payment_Industry
My card payment wasn't declined,Payment_Industry
Reason for my card to decline,Payment_Industry
Why have you declined my card payment?,Payment_Industry
My card was not accepted in a shop,Payment_Industry
I had a card payment that was declined.  Why?,Payment_Industry
How come my card payment has been declined?,Payment_Industry
"I have enough money in my account, so why is my card being declined?",Payment_Industry
Can you please advise if there is something wrong with my card? I have had multiple rejections and do not know the reason. Thanks!,Payment_Industry
"Card payment was declined, do you know why?",Payment_Industry
I've tried several times to make a payment and every time my card is declined? Could my card be locked? I don't know what to do.,Payment_Industry
"I had a problem with my card payment, can you help?",Payment_Industry
I tried to used my card in a shop and the transaction was declined.,Payment_Industry
"I was out today looking forward to paying with my new card, turns out the payment kept getting declined. This is really sad, what's going on?",Payment_Industry
Card payment didn't go through.,Payment_Industry
Please help to explain to me why my new card was declined when I tried to use it at my grocery store this morning to pay for the items I needed.  I tried three times to use it and it kept being declined.  I was very embarrassed standing there trying to buy my groceries.,Payment_Industry
My card payment was not successful.,Payment_Industry
Tell me why my card payment was declined.,Payment_Industry
"i put in money for vacation and its not showing. i need that money today, how long will it take",Payment_Industry
I can't figure out why a transfer is still pending?,Payment_Industry
"Transfers can take up to one day to process before departing for the beneficiary accounts. Please confirm that you've entered your account details correctly. SEPA transfers can take up to two working days, while SWIFT transfers can take up to five working days.",Payment_Industry
When will my transfer finish pending?,Payment_Industry
"How long do transfers take, mine just says pending?",Payment_Industry
How long does it take for a transfer to finish pending?,Payment_Industry
How long does it take for a money transfer to show up?,Payment_Industry
Why is a transfer I have still pending?,Payment_Industry
"Transfers may show up as pending for up to one day while they are processed by one of our payment processors. Then, they will depart for the beneficiary accounts. Please also double-check that you have entered the correct account details. SEPA transfers can take up to two business days, and SWIFT transfers can take up to five business days.",Payment_Industry
What's the time frame on EU transfers? I purchased something a couple of days ago but the seller hasn't received my payment.,Payment_Industry
When will the transaction post to my account?,Payment_Industry
I sent a transfer and it has been pending for awhile. How long will it stay pending?,Payment_Industry
"I transferred money to another country several days ago, but my transaction is still pending. i have checked that the accounts are keyed in correctly. what sees to be the problem?",Payment_Industry
What is the reason a transfer shows as pending?,Payment_Industry
Why is the transfer showing pending?,Payment_Industry
Hi I am trying to transfer money to another country but it is showing pending and it has been a long time.  I have checked numbers and they are correct.  Could you please help?,Payment_Industry
Why does my transfer say it is pending?,Payment_Industry
What am I supposed to do if the funds haven't show up from a transfer completed this morning?,Payment_Industry
How long do I have to wait for the transfer to be finalized?,Payment_Industry
My payment shows that it is pending will I be charged more money?,Payment_Industry
Why is my transfer still pending?,Payment_Industry
Tell me why my transfer is pending.,Payment_Industry
How long will my transfer be pending for?,Payment_Industry
"I'm hoping you can answer my question about a pending transfer that I've had for a while now.  I know that all of the account details are correct, so why is it taking so long to go through?",Payment_Industry
How long is a transfer in the pending status?,Payment_Industry
Why is it taking so long for my pending transaction to post as cleared?,Payment_Industry
"I haven't received my transfer funds yet, where are they?",Payment_Industry
I'm confused as to why my transfer is still listed as pending on the website.,Payment_Industry
"How long do EU transfers actually take? I recently bought something online a few days ago, sent the money immediately online but the seller says it's still not there yet.",Payment_Industry
Why is my transfer pending?,Payment_Industry
I sent payment with EU transfer and they still haven't received it. How long does it take?,Payment_Industry
I bought something on line a and the seller hasn't received the money I sent could you please tell me how long an EU transfer takes?,Payment_Industry
How long is the wait for a money transfer to show up?,Payment_Industry
What is going on? I have checked over and over and the details of my account are right. Why is my transfer still pending? It's 2018 not 1818. Transfering money to another country can't be that hard.,Payment_Industry
